image_id	image_time	image_wavelength	filePath_downsize_image	new_w	new_h
2011101500422162	2011-10-15 00:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__00_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101503120962	2011-10-15 03:12:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__03_12_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101503180964	2011-10-15 03:18:09.640	131.0	/data/aia-sigmoid-1k-png/2011_10_15__03_18_09_64__SDO_AIA_AIA_131.png	1024	1024
2011101503422162	2011-10-15 03:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__03_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101503482162	2011-10-15 03:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__03_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101504122162	2011-10-15 04:12:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__04_12_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101505122162	2011-10-15 05:12:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__05_12_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101505422162	2011-10-15 05:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__05_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101506422162	2011-10-15 06:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__06_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101508182162	2011-10-15 08:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__08_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101509182162	2011-10-15 09:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__09_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101509422163	2011-10-15 09:42:21.630	131.0	/data/aia-sigmoid-1k-png/2011_10_15__09_42_21_63__SDO_AIA_AIA_131.png	1024	1024
2011101511122162	2011-10-15 11:12:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__11_12_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101513420962	2011-10-15 13:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__13_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101514120963	2011-10-15 14:12:09.630	131.0	/data/aia-sigmoid-1k-png/2011_10_15__14_12_09_63__SDO_AIA_AIA_131.png	1024	1024
2011101514422162	2011-10-15 14:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__14_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101516423362	2011-10-15 16:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__16_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101519420962	2011-10-15 19:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_15__19_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101600420962	2011-10-16 00:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_16__00_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101602482163	2011-10-16 02:48:21.630	131.0	/data/aia-sigmoid-1k-png/2011_10_16__02_48_21_63__SDO_AIA_AIA_131.png	1024	1024
2011101608482162	2011-10-16 08:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_16__08_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101610483362	2011-10-16 10:48:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_16__10_48_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101613180962	2011-10-16 13:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_16__13_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101614422162	2011-10-16 14:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_16__14_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101619423362	2011-10-16 19:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_16__19_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101701423362	2011-10-17 01:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__01_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101704183362	2011-10-17 04:18:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__04_18_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101704422163	2011-10-17 04:42:21.630	131.0	/data/aia-sigmoid-1k-png/2011_10_17__04_42_21_63__SDO_AIA_AIA_131.png	1024	1024
2011101707123362	2011-10-17 07:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__07_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101707422162	2011-10-17 07:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__07_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101708423362	2011-10-17 08:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__08_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101709420962	2011-10-17 09:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__09_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101709480962	2011-10-17 09:48:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__09_48_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101710123362	2011-10-17 10:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__10_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101714420962	2011-10-17 14:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__14_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101715480963	2011-10-17 15:48:09.630	131.0	/data/aia-sigmoid-1k-png/2011_10_17__15_48_09_63__SDO_AIA_AIA_131.png	1024	1024
2011101717420962	2011-10-17 17:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__17_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101717480963	2011-10-17 17:48:09.630	131.0	/data/aia-sigmoid-1k-png/2011_10_17__17_48_09_63__SDO_AIA_AIA_131.png	1024	1024
2011101718423363	2011-10-17 18:42:33.630	131.0	/data/aia-sigmoid-1k-png/2011_10_17__18_42_33_63__SDO_AIA_AIA_131.png	1024	1024
2011101723420962	2011-10-17 23:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_17__23_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101800120962	2011-10-18 00:12:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__00_12_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101800423362	2011-10-18 00:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__00_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101801123362	2011-10-18 01:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__01_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101803422162	2011-10-18 03:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__03_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101803482162	2011-10-18 03:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__03_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101804423362	2011-10-18 04:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__04_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101805123362	2011-10-18 05:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__05_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101808420962	2011-10-18 08:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__08_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101810123362	2011-10-18 10:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__10_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101810420962	2011-10-18 10:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__10_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101811120962	2011-10-18 11:12:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__11_12_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101811422162	2011-10-18 11:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__11_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101812123362	2011-10-18 12:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__12_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101812422162	2011-10-18 12:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__12_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101813423362	2011-10-18 13:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__13_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101815123362	2011-10-18 15:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__15_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101815420962	2011-10-18 15:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__15_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101816123362	2011-10-18 16:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__16_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101816483362	2011-10-18 16:48:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__16_48_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101817420962	2011-10-18 17:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__17_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101818423362	2011-10-18 18:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__18_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101819122162	2011-10-18 19:12:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__19_12_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101820123362	2011-10-18 20:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__20_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101820422162	2011-10-18 20:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__20_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101821422162	2011-10-18 21:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__21_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101823120962	2011-10-18 23:12:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__23_12_09_62__SDO_AIA_AIA_131.png	1024	1024
2011101823423362	2011-10-18 23:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_18__23_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101900122163	2011-10-19 00:12:21.630	131.0	/data/aia-sigmoid-1k-png/2011_10_19__00_12_21_63__SDO_AIA_AIA_131.png	1024	1024
2011101900423362	2011-10-19 00:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_19__00_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101901120963	2011-10-19 01:12:09.630	131.0	/data/aia-sigmoid-1k-png/2011_10_19__01_12_09_63__SDO_AIA_AIA_131.png	1024	1024
2011101902123362	2011-10-19 02:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_19__02_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101911473362	2011-10-19 11:47:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_19__11_47_33_62__SDO_AIA_AIA_131.png	1024	1024
2011101912112162	2011-10-19 12:11:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_19__12_11_21_62__SDO_AIA_AIA_131.png	1024	1024
2011101922470962	2011-10-19 22:47:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_19__22_47_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102000180962	2011-10-20 00:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__00_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102000482162	2011-10-20 00:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__00_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102004122162	2011-10-20 04:12:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__04_12_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102008480962	2011-10-20 08:48:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__08_48_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102009180962	2011-10-20 09:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__09_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102010123362	2011-10-20 10:12:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__10_12_33_62__SDO_AIA_AIA_131.png	1024	1024
2011102010423362	2011-10-20 10:42:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__10_42_33_62__SDO_AIA_AIA_131.png	1024	1024
2011102018422162	2011-10-20 18:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__18_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102020120962	2011-10-20 20:12:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_20__20_12_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102100420962	2011-10-21 00:42:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__00_42_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102102180962	2011-10-21 02:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__02_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102109422162	2011-10-21 09:42:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__09_42_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102111180962	2011-10-21 11:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__11_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102114182162	2011-10-21 14:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__14_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102116182162	2011-10-21 16:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__16_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102118180962	2011-10-21 18:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__18_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102119182162	2011-10-21 19:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__19_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102119483362	2011-10-21 19:48:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__19_48_33_62__SDO_AIA_AIA_131.png	1024	1024
2011102120180962	2011-10-21 20:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__20_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102121180962	2011-10-21 21:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__21_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102121480962	2011-10-21 21:48:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__21_48_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102123483362	2011-10-21 23:48:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_21__23_48_33_62__SDO_AIA_AIA_131.png	1024	1024
2011102200483362	2011-10-22 00:48:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__00_48_33_62__SDO_AIA_AIA_131.png	1024	1024
2011102204480962	2011-10-22 04:48:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__04_48_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102206482162	2011-10-22 06:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__06_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102208482162	2011-10-22 08:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__08_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102209483362	2011-10-22 09:48:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__09_48_33_62__SDO_AIA_AIA_131.png	1024	1024
2011102214180962	2011-10-22 14:18:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__14_18_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102215483362	2011-10-22 15:48:33.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__15_48_33_62__SDO_AIA_AIA_131.png	1024	1024
2011102221480962	2011-10-22 21:48:09.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__21_48_09_62__SDO_AIA_AIA_131.png	1024	1024
2011102222182162	2011-10-22 22:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_22__22_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102301184562	2011-10-23 01:18:45.620	131.0	/data/aia-sigmoid-1k-png/2011_10_23__01_18_45_62__SDO_AIA_AIA_131.png	1024	1024
2011102301300963	2011-10-23 01:30:09.630	131.0	/data/aia-sigmoid-1k-png/2011_10_23__01_30_09_63__SDO_AIA_AIA_131.png	1024	1024
2011102402182162	2011-10-24 02:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__02_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102402482162	2011-10-24 02:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__02_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102403182162	2011-10-24 03:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__03_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102403482162	2011-10-24 03:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__03_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102404482162	2011-10-24 04:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__04_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102405182162	2011-10-24 05:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__05_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102405482164	2011-10-24 05:48:21.640	131.0	/data/aia-sigmoid-1k-png/2011_10_24__05_48_21_64__SDO_AIA_AIA_131.png	1024	1024
2011102406182162	2011-10-24 06:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__06_18_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102406482162	2011-10-24 06:48:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__06_48_21_62__SDO_AIA_AIA_131.png	1024	1024
2011102407182162	2011-10-24 07:18:21.620	131.0	/data/aia-sigmoid-1k-png/2011_10_24__07_18_21_62__SDO_AIA_AIA_131.png	1024	1024
